finn_car_id,product_brand,purchasing_model,purchasing_model_line,product_fuel,helper_subscription_handover_date,product_body_type,delivery_compound_location
v6dzc6y4,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
v6f7qrqy,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
v6g0edqq,Opel,Crossland,Elegance,Benzin,,SUV,dealer_siebrecht_d2c_uslar
v6ilwjfs,BMW,X5,M Sportpaket,Diesel,2022-09-06,SUV,compound_akb_kitzingen
v6iwdnv1,Tesla,Model 3,Standard Range,Elektro,2022-12-21,Limousine,compound_akb_kitzingen
v6izop85,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
v6maq2gt,BMW,X4,Modell M Sport,Benzin,,SUV,compound_akb_schoeneck
v6mghsoo,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
v6mhptgb,Hyundai,KONA Elektro,Style,Elektro,,SUV,compound_blg_saalanderdonau
v6mjrjc4,Audi,A3 Limousine,S line,Diesel,2022-09-19,Limousine,compound_akb_kitzingen
v6ns81m0,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
v6nwiffz,Jeep,Compass,S,Plug-In-Hybrid,2022-02-09,SUV,compound_mosolf_kippenheim
v6ovgr59,Nissan,Primastar,Tekna,Diesel,,Van,compound_blg_d2c_atn2_neuss
v6pr8od1,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
v6s4tex7,Renault,Kadjar,Techno,Benzin,2022-06-07,SUV,compound_blg_duisburg
v6tloyh3,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_schoeneck
v6uk8jro,Nissan,Leaf,N-Connecta,Elektro,2023-01-09,Limousine,compound_blg_d2c_atn2_neuss
v6vldsfj,BMW,3er Touring,Modell M Sport,Diesel,,Kombi,compound_akb_schoeneck
v6zbkkk6,Opel,Grandland,GS Line,Benzin,2022-03-25,SUV,dealer_siebrecht_d2c_uslar
v7bi6pxg,Land Rover,Range Rover Evoque,R-Dynamic SE,Diesel (mild-hybrid),,SUV,dealer_ahgeisser_karlsruhe
v7c3ide5,Opel,Grandland X,Edition,Benzin,,SUV,dealer_siebrecht_d2c_uslar
v7fkltv4,Opel,Astra,GS Line,Plug-In-Hybrid,,Limousine,dealer_siebrecht_d2c_uslar
v7gc0iex,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
v7i8r4f4,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),2023-01-03,SUV,compound_blg_d2c_atn2_neuss
v7ka86xh,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
v7mkr1li,Citroen,C3,Shine Pack,Benzin,2022-09-15,Limousine,compound_akb_kitzingen
v7pm9538,Tesla,Model 3,Long Range,Elektro,2022-07-29,Limousine,compound_akb_kitzingen
v7r7jlj4,Dacia,Duster,Comfort,Benzin,,SUV,compound_rrg_eching
v7rbrqgq,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
v7sn60c9,Hyundai,KONA Elektro,Style,Elektro,,SUV,compound_blg_saalanderdonau
v7u6lphb,Fiat,500 e,ICON,Elektro,2022-09-26,Kleinwagen,compound_mosolf_kippenheim
v7ukqi11,Nissan,Juke,N-Connecta,Benzin,2022-11-24,SUV,compound_blg_d2c_atn2_neuss
v7vngj5q,Opel,Crossland,Edition,Benzin,2022-04-21,SUV,compound_blg_saalanderdonau
v7wlaitn,Opel,Grandland X,Ultimate,Benzin,,SUV,dealer_sachsengarage_nossen
v7y1ed6l,Jeep,Compass,S,Plug-In-Hybrid,,SUV,compound_mosolf_ketzin
v7zbj7wi,Fiat,500 e,ICON,Elektro,2023-01-11,Kleinwagen,compound_mosolf_kippenheim
v8anfz1b,Opel,Insignia ST,Elegance,Benzin,2023-01-13,Kombi,dealer_siebrecht_d2c_uslar
v8b03mx2,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
v8bo7ajl,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
v8byca9w,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
v8c7vh9a,Peugeot,e-2008,GT,Elektro,,SUV,compound_akb_kitzingen
v8c8smj5,Audi,A4 Avant,S line,Benzin (mild-hybrid),,Kombi,compound_akb_kitzingen
v8cpak92,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
v8cpbfpm,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
v08dtlap,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
v8e5dtcx,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
v8ej2feb,Kia,Rio,Vision,Benzin,,Limousine,compound_blg_duisburg
v8ilamom,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
v8ipsujz,Peugeot,508 SW,Allure,Benzin,2022-11-05,Kombi,dealer_eder_peugeot_rosenheim
v8iy46ng,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
v8mss1tb,BMW,1er,Modell M Sport,Benzin,2023-02-03,Limousine,compound_akb_kitzingen
v8mttyf9,Kia,XCeed,Spirit,Benzin,2023-02-03,SUV,compound_blg_d2c_duisburg
v8nqrsnc,Dacia,Spring,Comfort Plus,Elektro,,SUV,compound_akb_schoeneck
v8nr3kkn,Citroen,C4,Shine,Benzin,2023-02-20,Limousine,compound_akb_kitzingen
v08pnrnm,Nissan,Primastar,Tekna,Diesel,,Van,compound_blg_d2c_atn2_neuss
v8rx359t,Opel,Crossland,Elegance,Benzin,,SUV,dealer_siebrecht_d2c_uslar
v8s0qeb3,Opel,Corsa,Edition,Benzin,,Limousine,compound_blg_saalanderdonau
v8yujr97,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
v8z4czwq,Polestar,2,Performance,Elektro,,Limousine,dealer_eder_polestar_muenchen
v8zi7keu,Audi,RS 5 Sportback,,Benzin,,Limousine,compound_akb_kitzingen
v8zore1f,BMW,1er,Modell M Sport,Diesel,,Limousine,compound_akb_schoeneck
v9bkx1mc,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
v9bupwk4,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
v9cm6x0m,Jeep,Compass,Limited,Benzin,2022-07-22,SUV,compound_mosolf_kippenheim
v9dki2yh,Hyundai,KONA Elektro,Trend – Facelift 2021,Elektro,,SUV,compound_blg_saalanderdonau
v9dxaurd,Audi,SQ5 Sportback,,Diesel (mild-hybrid),2022-12-16,SUV,compound_akb_kitzingen
v9e6nkwn,Opel,Insignia ST,Sports Tourer Elegance,Diesel,2022-11-11,Kombi,dealer_siebrecht_d2c_uslar
v9ea5sjm,Opel,Grandland,GS Line,Benzin,2022-05-10,SUV,dealer_siebrecht_d2c_uslar
v9f455qa,Opel,Zafira Life,Edition M,Diesel,2022-07-19,Van,compound_blg_neuss
v9fszecw,BMW,X4,M Automobile,Diesel,,SUV,compound_akb_schoeneck
v9hprfr4,Opel,Insignia ST,Elegance,Benzin,2022-10-18,Kombi,dealer_siebrecht_d2c_uslar
v9l37dpa,Citroen,C4,Shine,Benzin,2022-09-08,Limousine,compound_akb_kitzingen
v9lykrfv,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
v9mgxzde,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
v9mhaol2,Kia,ProCeed,GT Line,Benzin,2023-01-09,Kombi,compound_blg_d2c_duisburg
v9n4ixas,MINI,Countryman,ALL4 Trim,Benzin,2022-06-01,SUV,compound_akb_schoeneck
v9n8h0uk,Tesla,Model 3,Long Range,Elektro,2022-11-23,Limousine,compound_akb_kitzingen
v9nxk212,VW,Passat Variant,Business,Benzin,2022-09-06,Kombi,compound_arsaltmann_wolnzach
v9nzp9l2,Audi,S5 Cabriolet,,Benzin,,Cabriolet,compound_akb_kitzingen
v9p7yrg7,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
v9pckk4q,MG,4,Luxury,Elektro,,Limousine,compound_carserviceerkens_wachtendonk
v9pxxzm6,Audi,Q3,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
v09qxv5n,Tesla,Model 3,Long Range,Elektro,,Limousine,compound_akb_schoeneck
v9vpg59x,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
v9wme6sp,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,,SUV,compound_blg_d2c_neuss
v9yc4ir2,Mazda,CX-5,Exclusive Line,Benzin,,SUV,compound_blg_duisburg
v9yrkm3x,Renault,Kadjar,Techno,Benzin,2022-06-09,SUV,compound_blg_duisburg
v9ztj3qt,Land Rover,Range Rover Evoque,R-Dynamic HSE,Benzin (mild-hybrid),2022-10-25,SUV,compound_blg_duisburg
v11ng99q,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
v11uw3o5,Audi,A3 Sportback,S line,Plug-In-Hybrid,,Limousine,compound_akb_kitzingen
v12h5mlw,BMW,1er,Modell M Sport,Benzin,2022-09-27,Limousine,compound_akb_kitzingen
v12rrwk9,Polestar,2,Long Range Dual Motor,Elektro,2022-07-20,Limousine,dealer_eder_polestar_muenchen
v13g046x,Nissan,Leaf,N-Connecta,Elektro,,Limousine,compound_blg_d2c_atn2_neuss
v014icz3,Citroen,C3,Shine Pack,Benzin,2022-11-16,Limousine,compound_akb_kitzingen
v16h8und,Opel,Crossland,Elegance,Benzin,2022-08-26,SUV,dealer_siebrecht_d2c_uslar
v16ribh4,Land Rover,Range Rover Evoque,R-Dynamic SE,Benzin (mild-hybrid),2022-09-07,SUV,dealer_ahgeisser_karlsruhe
v18hb4lk,Fiat,500,Dolcevita,Benzin (mild-hybrid),2023-01-24,Kleinwagen,compound_mosolf_ketzin
v22c4dud,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
v22sy36t,Kia,ProCeed,GT,Benzin,,Kombi,compound_blg_d2c_duisburg
v24f66rm,Fiat,500C,Dolcevita,Benzin (mild-hybrid),2022-11-21,Cabriolet,compound_mosolf_ketzin
v29qu3d5,Fiat,500 e,ICON,Elektro,2022-10-31,Kleinwagen,compound_mosolf_kippenheim
v30ivmhe,Opel,Mokka,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
v31frhcu,Opel,Insignia ST,Sports Tourer Elegance,Diesel,2023-02-16,Kombi,dealer_siebrecht_d2c_uslar
v32cr6d6,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
v34y8yie,Audi,A6 allroad quattro,,Diesel (mild-hybrid),2022-12-22,Kombi,compound_akb_kitzingen
v36q5fao,Tesla,Model Y,Long Range,Elektro,2022-09-07,SUV,compound_akb_kitzingen
v40pmplb,Jeep,Compass,Limited,Benzin,2022-09-15,SUV,compound_mosolf_kippenheim
v40y9kq6,Tesla,Model 3,Long Range,Elektro,2022-09-08,Limousine,compound_akb_kitzingen
v47ajnot,Audi,A8 L,,Diesel (mild-hybrid),,Limousine,compound_akb_kitzingen
v50mjg5v,Jeep,Compass,Limited,Benzin,2022-07-19,SUV,compound_mosolf_kippenheim
v52h8dte,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
v57cgxiz,MINI,Countryman,ALL4 Trim,Benzin,2022-07-14,SUV,compound_akb_kitzingen
v57tq4yy,VW,Passat Variant,Business,Diesel,2022-07-19,Kombi,compound_arsaltmann_wolnzach
v58wja3m,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
v60f8g7g,Toyota,Aygo X,Pulse,Benzin,2023-02-01,Limousine,compound_blg_saalanderdonau
v62f06vg,Fiat,500,Lounge,Benzin (mild-hybrid),2022-08-01,Kleinwagen,compound_mosolf_ketzin
v64yii7m,Opel,Crossland,Edition,Benzin,,SUV,compound_blg_neuss
v68argt7,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
v69kn5in,Jeep,Compass,S,Plug-In-Hybrid,2023-02-03,SUV,compound_mosolf_kippenheim
v69y76ro,Jeep,Compass,S,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
v70cz4sl,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
v71lkl1q,Audi,Q5 Sportback,S line,Diesel (mild-hybrid),,SUV,compound_akb_kitzingen
v72ejuuk,Kia,e-Niro,Vision,Elektro,,SUV,compound_blg_duisburg
v73cymud,Fiat,500,Dolcevita,Benzin (mild-hybrid),2023-02-14,Kleinwagen,compound_mosolf_kippenheim
v74f7kpr,BMW,Z4,Modell Advantage,Benzin,,Cabriolet,compound_akb_schoeneck
v75uijml,Opel,Mokka e,GS Line,Elektro,2022-09-06,SUV,dealer_siebrecht_d2c_uslar
v78d8rk7,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
v79ntq5m,Opel,Corsa,Elegance,Benzin,2022-09-27,Limousine,dealer_siebrecht_d2c_uslar
v80ifbpz,Fiat,500,Lounge,Benzin (mild-hybrid),2022-10-02,Kleinwagen,compound_mosolf_ketzin
v82gbyva,Peugeot,e-2008,Allure,Elektro,2022-09-30,SUV,compound_akb_kitzingen
v82pm9ne,Opel,Grandland X,Edition,Benzin,2022-08-15,SUV,dealer_siebrecht_d2c_uslar
v83hn6yy,Opel,Mokka e,GS Line,Elektro,2022-02-01,SUV,dealer_siebrecht_d2c_uslar
v84b9zfm,BMW,5er Touring,M Sportpaket,Diesel,2022-07-08,Kombi,compound_akb_kitzingen
v88c7xrj,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
v88rr62r,Opel,Astra,GS Line,Plug-In-Hybrid,,Limousine,dealer_siebrecht_d2c_uslar
v89bv5df,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
v90kzil5,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
v91ser8u,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
v093bmo1,Audi,A3 Limousine,S line,Benzin (mild-hybrid),,Limousine,compound_akb_kitzingen
v94dy9df,MG,ZS,Luxury,Elektro,,SUV,compound_blg_saalanderdonau
v94gptw9,BMW,X3,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
v95le8vk,Jeep,Compass,S,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
v177xv0l,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
v179fkku,BMW,4er Gran Coupé,Modell M Sport,Diesel,2023-01-13,Coupé,compound_akb_kitzingen
v376p8gn,Audi,Q5 Sportback,S line,Benzin (mild-hybrid),,SUV,compound_akb_kitzingen
v445dlky,Audi,A6 Avant,sport,Benzin (mild-hybrid),,Kombi,compound_akb_kitzingen
v446ras4,MG,Marvel R,Luxury,Elektro,,SUV,
v514lak6,BMW,iX3,Impressive,Elektro,,SUV,compound_akb_schoeneck
v515sdws,BMW,3er Touring,Modell M Sport,Benzin,2022-09-21,Kombi,compound_akb_kitzingen
v669jowe,Audi,Q5 Sportback,S line,Benzin (mild-hybrid),,SUV,compound_akb_kitzingen
v707o7so,Polestar,2,Pilot Plus,Elektro,,Limousine,dealer_eder_polestar_muenchen
v728sw6w,Audi,Q3 Sportback,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
v805h34u,Polestar,2,Long Range Single Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
v817vofj,Audi,RS Q3 Sportback,,Benzin,,SUV,compound_akb_kitzingen
v857tv19,Opel,Grandland,Ultimate,Benzin,,SUV,dealer_siebrecht_d2c_uslar
v983ov6f,Jeep,Compass,Limited,Benzin,,SUV,compound_mosolf_kippenheim
v3993ryc,Opel,Crossland,Elegance,Benzin,2022-06-22,SUV,dealer_siebrecht_d2c_uslar
v63295gj,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
va1c425u,Opel,Grandland X,Edition,Benzin,,SUV,dealer_siebrecht_d2c_uslar
va2m3fc6,Polestar,2,Long Range Single Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
va6aenud,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
va45pz94,Opel,Grandland,Ultimate,Benzin,,SUV,dealer_siebrecht_d2c_uslar
va71jh2d,Tesla,Model 3,Long Range,Elektro,,Limousine,compound_akb_kitzingen
va80fk0a,Tesla,Model 3,Performance,Elektro,2022-11-18,Limousine,compound_akb_kitzingen
vaa4tvnu,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
vaaombfy,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
vabi5she,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
vadc4rxj,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
vadr6iet,MINI,Countryman,ALL4 Trim,Benzin,,SUV,compound_akb_schoeneck
vaeqvwn8,Skoda,Scala,Style,Benzin,2022-05-05,Limousine,compound_akb_kitzingen
vagbhgi5,Audi,RS e-tron GT,,Elektro,,Limousine,compound_akb_kitzingen
vahj16ua,MG,Marvel R,Luxury,Elektro,,SUV,
vahkk1fw,BMW,X1,Modell M Sport,Benzin,,SUV,compound_akb_schoeneck
vai8sklx,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
vajb2miv,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),2022-11-18,SUV,compound_blg_d2c_atn2_neuss
vajw3av1,Fiat,500,Lounge,Benzin (mild-hybrid),2022-08-16,Kleinwagen,compound_mosolf_ketzin
vak7a1bi,Seat,Alhambra,FR-Line,Benzin,2022-11-02,Van,compound_akb_kitzingen
valotsmn,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
vamcoo9g,Tesla,Model Y,Long Range,Elektro,2022-11-07,SUV,compound_akb_kitzingen
vamvs92x,VW,Passat Variant,Business,Diesel,2023-01-11,Kombi,compound_arsaltmann_wolnzach
van91810,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
vantz0gd,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
vaoh9dbe,Tesla,Model 3,Performance,Elektro,2022-11-16,Limousine,compound_akb_kitzingen
vaqe9fce,MINI,Countryman,Classic Trim,Benzin,2022-03-14,SUV,compound_akb_schoeneck
vastdyvr,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
vasv4flc,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
vaugqsft,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
vax73457,Opel,Insignia,Grand Sport Ultimate,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
vb1r9wzr,BMW,5er Touring,M Sportpaket,Diesel,,Kombi,compound_akb_schoeneck
vb2gmb0c,BMW,3er Touring,M Sportpaket,Plug-In-Hybrid,,Kombi,compound_akb_kitzingen
vb2r6uqn,BMW,3er Touring,Modell M Sport,Diesel,,Kombi,compound_akb_schoeneck
vb3sk5d3,VW,Passat Variant,Business,Diesel,2022-07-18,Kombi,compound_arsaltmann_wolnzach
vb3u2mug,Audi,A4 Avant,S line,Benzin (mild-hybrid),,Kombi,compound_akb_kitzingen
vb4vcg7h,Jeep,Compass,S,Plug-In-Hybrid,2022-04-25,SUV,compound_mosolf_kippenheim
vb05vik4,Nissan,Qashqai,Tekna 4x4,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
vb9lpcm8,Audi,Q5 Sportback,S line,Benzin (mild-hybrid),,SUV,compound_akb_kitzingen
vb9wib0y,MINI,Countryman,Essential Trim,Benzin,2022-04-13,SUV,compound_akb_schoeneck
vb25lt3l,Jeep,Compass,Limited,Benzin,2023-01-10,SUV,compound_mosolf_kippenheim
vbbu74nu,Jeep,Compass,S,Plug-In-Hybrid,2022-02-24,SUV,compound_mosolf_kippenheim
vbe0duvu,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
vbfx2h7t,Citroen,C5 Aircross,Shine Pack,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
vbhor4vv,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
vbjdwt77,Opel,Crossland,Edition,Benzin,2022-02-07,SUV,compound_blg_saalanderdonau
vbplxtde,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
vbrhjdp2,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
vbsoiwnq,Jeep,Compass,S,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
vbuj6dtw,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,2022-03-22,SUV,compound_blg_neuss
vbvyveh6,BMW,X1,Modell M Sport,Benzin,,SUV,compound_akb_schoeneck
vbwhas3o,BMW,2er Active Tourer,Modell Luxury Line,Diesel,,Van,compound_akb_kitzingen
vbwlv659,Fiat,500,Lounge,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_ketzin
vbx8quam,Skoda,Karoq,CLEVER,Benzin,,SUV,dealer_feser_nürnberg
vbxdjy8x,Nissan,Leaf,N-Connecta,Elektro,2022-09-15,Limousine,compound_blg_d2c_atn2_neuss
vbz8opy1,Opel,Crossland,Elegance,Benzin,2022-08-30,SUV,dealer_siebrecht_d2c_uslar
vbzqmnyf,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
vc3j7w1p,Audi,A4 Avant,S line,Benzin (mild-hybrid),,Kombi,compound_akb_kitzingen
vc3og8le,Opel,Insignia ST,Elegance,Benzin,2022-08-08,Kombi,dealer_siebrecht_d2c_uslar
vc3w5kkr,Jeep,Compass,Limited,Benzin,2022-04-27,SUV,compound_mosolf_kippenheim
vc4m9zqu,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
vc6bt0ze,Jeep,Compass,Limited,Benzin,2022-07-29,SUV,compound_mosolf_kippenheim
vc9ab253,Jeep,Compass,S,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
vc88x8wf,Opel,Grandland X,Edition,Benzin,2022-11-18,SUV,dealer_siebrecht_d2c_uslar
vc170931,Opel,Grandland,GS Line,Benzin,2022-04-28,SUV,dealer_siebrecht_d2c_uslar
vcg4h6l7,Polestar,2,Long Range Dual Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
vcg757bc,Opel,Mokka e,GS Line,Elektro,2023-03-01,SUV,dealer_siebrecht_d2c_uslar
vcgait98,Opel,Crossland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
vcgf4nbt,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
vcgsdijw,Opel,Crossland,Elegance,Benzin,2022-11-04,SUV,dealer_siebrecht_d2c_uslar
vchjy7pi,MINI,5 Türer,Classic Trim,Benzin,,Limousine,compound_akb_schoeneck
vcjr6xdt,Renault,Clio,Evolution,Benzin,2023-01-09,Limousine,compound_blg_duisburg
vckp57oc,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
vcmxkjvy,Opel,Corsa,GS Line,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
vcnwi7vf,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
vcoc2zpy,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
vcpk1hrf,Audi,A3 Limousine,S line,Diesel,2022-11-08,Limousine,compound_akb_kitzingen
vcrrt3xj,VW,Passat Variant,Business,Diesel,2022-10-11,Kombi,compound_arsaltmann_wolnzach
vcru49xd,Opel,Grandland,GS Line,Benzin,2022-09-01,SUV,dealer_siebrecht_d2c_uslar
vcsb9zir,Fiat,500C,Dolcevita,Benzin (mild-hybrid),,Cabriolet,compound_mosolf_ketzin
vctim0ua,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
vcutnlsb,Tesla,Model 3,Long Range,Elektro,2022-07-26,Limousine,compound_akb_kitzingen
vcvut6b4,Audi,Q5,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
vcw1dy16,Polestar,2,Standard Range Single Motor,Elektro,2022-04-07,Limousine,dealer_eder_polestar_muenchen
vcygiu1h,Land Rover,Range Rover Evoque,R-Dynamic SE,Diesel (mild-hybrid),2023-02-20,SUV,compound_blg_duisburg
vcyhcc3q,BMW,X3,M Sportpaket,Benzin,2022-07-25,SUV,compound_akb_kitzingen
vcz1mlao,Opel,Grandland,Ultimate,Benzin,,SUV,dealer_siebrecht_d2c_uslar
vczb7rh4,Opel,Crossland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
vczbvzip,Audi,Q2,Advanced,Benzin,,SUV,compound_akb_kitzingen
vd1dyxqx,BMW,X5,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
vd1hcqo8,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
vd2vvu6q,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
vd5fgx0l,BMW,X1,Modell Sport Line,Benzin,,SUV,compound_akb_schoeneck
vd6g8m25,Cupra,Formentor,VZ5,Benzin,,SUV,compound_akb_kitzingen
vd9esb4e,VW,Passat Variant,Business,Benzin,2022-07-08,Kombi,compound_arsaltmann_wolnzach
vd16n6c4,Kia,ProCeed,GT,Benzin,,Kombi,compound_blg_d2c_duisburg
vd60ecrz,Jeep,Compass,Limited,Benzin,2022-04-22,SUV,compound_mosolf_kippenheim
vd548itu,Jeep,Compass,Limited,Benzin,"2022-03-02, 2023-04-03",SUV,compound_mosolf_kippenheim
vd7003rb,VW,Caravelle T6 1,Comfortline LR,Diesel,2022-12-20,Van,compound_akb_kitzingen
vdaob2zj,Audi,Q3 Sportback,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
vdd5aziz,Opel,Zafira Life,Edition M,Diesel,2022-04-11,Van,dealer_siebrecht_d2c_uslar
vdeczk0r,BMW,5er Touring,M Sportpaket,Benzin,2022-11-30,Kombi,compound_akb_kitzingen
vdf2gri1,Jeep,Compass,S,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
vdf8ttf9,Audi,A3 Sportback,S line,Plug-In-Hybrid,,Limousine,compound_akb_kitzingen
vdfsayh1,Audi,Q3 Sportback,S line,Diesel,,SUV,compound_akb_kitzingen
vdfx97pv,MG,Marvel R,Luxury,Elektro,,SUV,compound_carserviceerkens_wachtendonk
vdhqfv8o,Fiat,500 e,ICON,Elektro,2023-03-22,Kleinwagen,compound_mosolf_kippenheim
vdj8ab39,Tesla,Model 3,Long Range,Elektro,,Limousine,compound_akb_kitzingen
